id,course_id,course_name,source_id,label,source_label,entity_type,emmx_type,parent_id,depth,path,child_count,is_leaf,potential_duplicate_group,compressed_via_source_ids,image_ids
C01:K:207,C01,高等数学,207,无穷大,,knowledge,SubTopic,C01:K:205,4,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷大,1,False,,[],[]
C01:K:209,C01,高等数学,209,无穷小,,knowledge,SubTopic,C01:K:205,4,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷小,2,False,,[],[]
C01:K:233,C01,高等数学,233,定理,,knowledge,SubTopic,C01:K:169,3,高等数学 > 1.函数与极限 > 数列极限 > 定理,3,False,,[],[]
C01:K:211,C01,高等数学,211,数列夹逼准则,,knowledge,SubTopic,C01:K:233,4,高等数学 > 1.函数与极限 > 数列极限 > 定理 > 数列夹逼准则,0,True,,[],[]
C01:K:239,C01,高等数学,239,定理,,knowledge,SubTopic,C01:K:181,3,高等数学 > 1.函数与极限 > 函数极限 > 定理,2,False,,[],[]
C01:K:217,C01,高等数学,217,夹逼准则,,knowledge,SubTopic,C01:K:239,4,高等数学 > 1.函数与极限 > 函数极限 > 定理 > 夹逼准则,0,True,,[],[]
C01:K:219,C01,高等数学,219,包含,,knowledge,SubTopic,C01:K:209,5,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷小 > 包含,3,False,,[],[]
C01:K:221,C01,高等数学,221,高阶无穷小、低阶无穷小,,knowledge,SubTopic,C01:K:219,6,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷小 > 包含 > 高阶无穷小、低阶无穷小,0,True,,[],[]
C01:K:225,C01,高等数学,225,同阶无穷小、k阶无穷小,,knowledge,SubTopic,C01:K:219,6,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷小 > 包含 > 同阶无穷小、k阶无穷小,0,True,,[],[]
C01:K:229,C01,高等数学,229,等价无穷小,,knowledge,SubTopic,C01:K:219,6,高等数学 > 1.函数与极限 > 函数极限 > 特例 > 无穷小 > 包含 > 等价无穷小,1,False,,[],[]
C01:K:235,C01,高等数学,235,数列单调有界准则,,knowledge,SubTopic,C01:K:233,4,高等数学 > 1.函数与极限 > 数列极限 > 定理 > 数列单调有界准则,0,True,,[],[]
C01:K:237,C01,高等数学,237,柯西极限存在准则,,knowledge,SubTopic,C01:K:233,4,高等数学 > 1.函数与极限 > 数列极限 > 定理 > 柯西极限存在准则,0,True,,[],[]
C01:K:241,C01,高等数学,241,单调有界准则,,knowledge,SubTopic,C01:K:239,4,高等数学 > 1.函数与极限 > 函数极限 > 定理 > 单调有界准则,0,True,,[],[]
C01:K:243,C01,高等数学,243,函数连续性,,knowledge,SubTopic,C01:K:166,2,高等数学 > 1.函数与极限 > 函数连续性,2,False,,[],[]
C01:K:245,C01,高等数学,245,函数间断点,,knowledge,SubTopic,C01:K:166,2,高等数学 > 1.函数与极限 > 函数间断点,1,False,,[],[]
C01:K:247,C01,高等数学,247,包含,,knowledge,SubTopic,C01:K:245,3,高等数学 > 1.函数与极限 > 函数间断点 > 包含,2,False,,[],[]
C01:K:249,C01,高等数学,249,第一类间断点,,knowledge,SubTopic,C01:K:247,4,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第一类间断点,1,False,,[],[]
C01:K:251,C01,高等数学,251,第二类间断点,,knowledge,SubTopic,C01:K:247,4,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第二类间断点,1,False,,[],[]
C01:K:253,C01,高等数学,253,包含,,knowledge,SubTopic,C01:K:249,5,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第一类间断点 > 包含,2,False,,[],[]
C01:K:255,C01,高等数学,255,可去间断点,,knowledge,SubTopic,C01:K:253,6,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第一类间断点 > 包含 > 可去间断点,0,True,,[],[]
C01:K:257,C01,高等数学,257,跳跃间断点,,knowledge,SubTopic,C01:K:253,6,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第一类间断点 > 包含 > 跳跃间断点,0,True,,[],[]
C01:K:259,C01,高等数学,259,包含,,knowledge,SubTopic,C01:K:251,5,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第二类间断点 > 包含,2,False,,[],[]
C01:K:260,C01,高等数学,260,无穷间断点,,knowledge,SubTopic,C01:K:259,6,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第二类间断点 > 包含 > 无穷间断点,0,True,,[],[]
C01:K:261,C01,高等数学,261,震荡间断点,,knowledge,SubTopic,C01:K:259,6,高等数学 > 1.函数与极限 > 函数间断点 > 包含 > 第二类间断点 > 包含 > 震荡间断点,0,True,,[],[]
C01:K:265,C01,高等数学,265,特例,,knowledge,SubTopic,C01:K:243,3,高等数学 > 1.函数与极限 > 函数连续性 > 特例,3,False,,[],[]
C01:K:267,C01,高等数学,267,左连续,,knowledge,SubTopic,C01:K:265,4,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 左连续,0,True,,[],[]
C01:K:269,C01,高等数学,269,右连续,,knowledge,SubTopic,C01:K:265,4,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 右连续,0,True,,[],[]
C01:K:271,C01,高等数学,271,闭区间连续,,knowledge,SubTopic,C01:K:265,4,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 闭区间连续,1,False,,[],[]
C01:K:277,C01,高等数学,277,定理,,knowledge,SubTopic,C01:K:271,5,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 闭区间连续 > 定理,3,False,,[],[]
C01:K:279,C01,高等数学,279,有界性与最大最小值定理,,knowledge,SubTopic,C01:K:277,6,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 闭区间连续 > 定理 > 有界性与最大最小值定理,0,True,,[],[]
C01:K:283,C01,高等数学,283,零点定理,,knowledge,SubTopic,C01:K:277,6,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 闭区间连续 > 定理 > 零点定理,0,True,,[],[]
C01:K:285,C01,高等数学,285,介值定理,,knowledge,SubTopic,C01:K:277,6,高等数学 > 1.函数与极限 > 函数连续性 > 特例 > 闭区间连续 > 定理 > 介值定理,1,False,,[],[]
C01:K:287,C01,高等数学,287,导数,,knowledge,SubTopic,C01:K:104,2,高等数学 > 2.导数与微分 > 导数,5,False,,[],[]
C01:K:289,C01,高等数学,289,特例,,knowledge,SubTopic,C01:K:287,3,高等数学 > 2.导数与微分 > 导数 > 特例,2,False,,[],[]
C01:K:291,C01,高等数学,291,左导数,,knowledge,SubTopic,C01:K:289,4,高等数学 > 2.导数与微分 > 导数 > 特例 > 左导数,0,True,,[],[]
C01:K:293,C01,高等数学,293,右导数,,knowledge,SubTopic,C01:K:289,4,高等数学 > 2.导数与微分 > 导数 > 特例 > 右导数,0,True,,[],[]
C01:K:301,C01,高等数学,301,求导定理,,knowledge,SubTopic,C01:K:287,3,高等数学 > 2.导数与微分 > 导数 > 求导定理,4,False,,[],[]
C01:K:303,C01,高等数学,303,基本初等函数导数公式,,knowledge,SubTopic,C01:K:301,4,高等数学 > 2.导数与微分 > 导数 > 求导定理 > 基本初等函数导数公式,0,True,,[],[]
C01:K:305,C01,高等数学,305,四则运算求导,,knowledge,SubTopic,C01:K:301,4,高等数学 > 2.导数与微分 > 导数 > 求导定理 > 四则运算求导,0,True,,[],[]
C01:K:307,C01,高等数学,307,反函数求导,,knowledge,SubTopic,C01:K:301,4,高等数学 > 2.导数与微分 > 导数 > 求导定理 > 反函数求导,0,True,,[],[]
C01:K:309,C01,高等数学,309,复合函数求导,,knowledge,SubTopic,C01:K:301,4,高等数学 > 2.导数与微分 > 导数 > 求导定理 > 复合函数求导,0,True,,[],[]
C01:K:311,C01,高等数学,311,隐函数导数,,knowledge,SubTopic,C01:K:287,3,高等数学 > 2.导数与微分 > 导数 > 隐函数导数,2,False,,[],[]
C01:K:313,C01,高等数学,313,参数方程导数,,knowledge,SubTopic,C01:K:287,3,高等数学 > 2.导数与微分 > 导数 > 参数方程导数,1,False,,[],[]
C01:K:315,C01,高等数学,315,微分,,knowledge,SubTopic,C01:K:104,2,高等数学 > 2.导数与微分 > 微分,2,False,,[],[]
C01:K:320,C01,高等数学,320,微分形式不变性,,knowledge,SubTopic,C01:K:1523,4,高等数学 > 2.导数与微分 > 微分 > 求微定理 > 微分形式不变性,0,True,,[],[]
C01:K:380,C01,高等数学,380,微分中值定理,,knowledge,SubTopic,C01:K:106,2,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理,1,False,,[],[]
C01:K:372,C01,高等数学,372,包含,,knowledge,SubTopic,C01:K:380,3,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理 > 包含,4,False,,[],[]
C01:K:362,C01,高等数学,362,费马定理,,knowledge,SubTopic,C01:K:372,4,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理 > 包含 > 费马定理,0,True,,[],[]
C01:K:364,C01,高等数学,364,罗尔定理,,knowledge,SubTopic,C01:K:372,4,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理 > 包含 > 罗尔定理,0,True,,[],[]
C01:K:366,C01,高等数学,366,拉格朗日中值定理,,knowledge,SubTopic,C01:K:372,4,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理 > 包含 > 拉格朗日中值定理,1,False,,[],[]
C01:K:368,C01,高等数学,368,柯西中值定理,,knowledge,SubTopic,C01:K:372,4,高等数学 > 3.微分中值定理与导数的应用 > 微分中值定理 > 包含 > 柯西中值定理,0,True,,[],[]
C01:K:382,C01,高等数学,382,洛必达法则,,knowledge,SubTopic,C01:K:106,2,高等数学 > 3.微分中值定理与导数的应用 > 洛必达法则,0,True,,[],[]
C01:K:384,C01,高等数学,384,泰勒公式,,knowledge,SubTopic,C01:K:106,2,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式,1,False,,[],[]
C01:K:390,C01,高等数学,390,包含,,knowledge,SubTopic,C01:K:384,3,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式 > 包含,2,False,,[],[]
C01:K:386,C01,高等数学,386,泰勒中值定理1-佩亚诺余项,,knowledge,SubTopic,C01:K:390,4,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式 > 包含 > 泰勒中值定理1-佩亚诺余项,1,False,,[],[]
C01:K:388,C01,高等数学,388,泰勒中值定理2-拉格朗日余项,,knowledge,SubTopic,C01:K:390,4,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式 > 包含 > 泰勒中值定理2-拉格朗日余项,0,True,,[],[]
C01:K:392,C01,高等数学,392,特例,,knowledge,SubTopic,C01:K:386,5,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式 > 包含 > 泰勒中值定理1-佩亚诺余项 > 特例,1,False,,[],[]
C01:K:394,C01,高等数学,394,麦克劳林公式(x0=0),,knowledge,SubTopic,C01:K:392,6,高等数学 > 3.微分中值定理与导数的应用 > 泰勒公式 > 包含 > 泰勒中值定理1-佩亚诺余项 > 特例 > 麦克劳林公式(x0=0),0,True,,[],[]
C01:K:396,C01,高等数学,396,导数的应用,,knowledge,SubTopic,C01:K:106,2,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用,1,False,,[],[]
C01:K:398,C01,高等数学,398,包含,,knowledge,SubTopic,C01:K:396,3,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含,6,False,,[],[]
C01:K:400,C01,高等数学,400,判断函数单调性,,knowledge,SubTopic,C01:K:398,4,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 判断函数单调性,0,True,,[],[]
C01:K:402,C01,高等数学,402,凹凸性,,knowledge,SubTopic,C01:K:398,4,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 凹凸性,1,False,,[],[]
C01:K:404,C01,高等数学,404,极值,,knowledge,SubTopic,C01:K:398,4,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 极值,1,False,,[],[]
C01:K:406,C01,高等数学,406,求函数最值,,knowledge,SubTopic,C01:K:398,4,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 求函数最值,1,False,,[],[]
C01:K:419,C01,高等数学,419,定理,,knowledge,SubTopic,C01:K:1567,6,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 极值 > 求函数极值 > 定理,2,False,,[],[]
C01:K:426,C01,高等数学,426,极值第一充分条件,,knowledge,SubTopic,C01:K:419,7,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 极值 > 求函数极值 > 定理 > 极值第一充分条件,0,True,,[],[]
C01:K:428,C01,高等数学,428,极值第二充分条件,,knowledge,SubTopic,C01:K:419,7,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 极值 > 求函数极值 > 定理 > 极值第二充分条件,0,True,,[],[]
C01:K:432,C01,高等数学,432,曲率,,knowledge,SubTopic,C01:K:398,4,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 曲率,1,False,,[],[]
C01:K:434,C01,高等数学,434,包含,,knowledge,SubTopic,C01:K:432,5,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 曲率 > 包含,3,False,,[],[]
C01:K:436,C01,高等数学,436,曲率,,knowledge,SubTopic,C01:K:434,6,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 曲率 > 包含 > 曲率,0,True,,[],[]
C01:K:438,C01,高等数学,438,曲率圆,,knowledge,SubTopic,C01:K:434,6,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 曲率 > 包含 > 曲率圆,0,True,,[],[]
C01:K:440,C01,高等数学,440,曲率半径,,knowledge,SubTopic,C01:K:434,6,高等数学 > 3.微分中值定理与导数的应用 > 导数的应用 > 包含 > 曲率 > 包含 > 曲率半径,0,True,,[],[]
C01:K:442,C01,高等数学,442,4.不定积分,,chapter,MainTopic,C01:K:101,1,高等数学 > 4.不定积分,2,False,,[],[]
C01:K:446,C01,高等数学,446,原函数,,knowledge,SubTopic,C01:K:442,2,高等数学 > 4.不定积分 > 原函数,1,False,,[],[]
C01:K:448,C01,高等数学,448,定理,,knowledge,SubTopic,C01:K:446,3,高等数学 > 4.不定积分 > 原函数 > 定理,1,False,,[],[]
C01:K:450,C01,高等数学,450,原函数存在定理,,knowledge,SubTopic,C01:K:448,4,高等数学 > 4.不定积分 > 原函数 > 定理 > 原函数存在定理,0,True,,[],[]
C01:K:452,C01,高等数学,452,不定积分,,knowledge,SubTopic,C01:K:442,2,高等数学 > 4.不定积分 > 不定积分,2,False,,[],[]
C01:K:454,C01,高等数学,454,方法,,knowledge,SubTopic,C01:K:452,3,高等数学 > 4.不定积分 > 不定积分 > 方法,5,False,,[],[]
C01:K:456,C01,高等数学,456,换元积分法,,knowledge,SubTopic,C01:K:454,4,高等数学 > 4.不定积分 > 不定积分 > 方法 > 换元积分法,1,False,,[],[]
C01:K:458,C01,高等数学,458,分部积分法,,knowledge,SubTopic,C01:K:454,4,高等数学 > 4.不定积分 > 不定积分 > 方法 > 分部积分法,0,True,,[],[]
C01:K:460,C01,高等数学,460,有理函数的积分,,knowledge,SubTopic,C01:K:454,4,高等数学 > 4.不定积分 > 不定积分 > 方法 > 有理函数的积分,1,False,,[],[]
C01:K:462,C01,高等数学,462,包含,,knowledge,SubTopic,C01:K:456,5,高等数学 > 4.不定积分 > 不定积分 > 方法 > 换元积分法 > 包含,2,False,,[],[]
C01:K:464,C01,高等数学,464,第一类换元法,,knowledge,SubTopic,C01:K:462,6,高等数学 > 4.不定积分 > 不定积分 > 方法 > 换元积分法 > 包含 > 第一类换元法,0,True,,[],[]
C01:K:466,C01,高等数学,466,第二类换元法,,knowledge,SubTopic,C01:K:462,6,高等数学 > 4.不定积分 > 不定积分 > 方法 > 换元积分法 > 包含 > 第二类换元法,0,True,,[],[]
C01:K:470,C01,高等数学,470,5.定积分,,chapter,MainTopic,C01:K:101,1,高等数学 > 5.定积分,3,False,,[],[]
C01:K:472,C01,高等数学,472,定积分,,knowledge,SubTopic,C01:K:470,2,高等数学 > 5.定积分 > 定积分,3,False,,[],[]
C01:K:474,C01,高等数学,474,定理,,knowledge,SubTopic,C01:K:472,3,高等数学 > 5.定积分 > 定积分 > 定理,3,False,,[],[]
C01:K:476,C01,高等数学,476,连续可积性,,knowledge,SubTopic,C01:K:474,4,高等数学 > 5.定积分 > 定积分 > 定理 > 连续可积性,0,True,,[],[]
C01:K:478,C01,高等数学,478,有界且有限间断点可积性,,knowledge,SubTopic,C01:K:474,4,高等数学 > 5.定积分 > 定积分 > 定理 > 有界且有限间断点可积性,0,True,,[],[]
C01:K:480,C01,高等数学,480,定积分中值定理,,knowledge,SubTopic,C01:K:474,4,高等数学 > 5.定积分 > 定积分 > 定理 > 定积分中值定理,0,True,,[],[]
C01:K:482,C01,高等数学,482,变上限积分,,knowledge,SubTopic,C01:K:470,2,高等数学 > 5.定积分 > 变上限积分,1,False,,[],[]
C01:K:485,C01,高等数学,485,方法,,knowledge,SubTopic,C01:K:472,3,高等数学 > 5.定积分 > 定积分 > 方法,2,False,,[],[]
C01:K:487,C01,高等数学,487,同不定积分(注意上下限变换),,knowledge,SubTopic,C01:K:485,4,高等数学 > 5.定积分 > 定积分 > 方法 > 同不定积分(注意上下限变换),0,True,,[],[]
C01:K:489,C01,高等数学,489,牛顿-莱布尼茨公式,,knowledge,SubTopic,C01:K:485,4,高等数学 > 5.定积分 > 定积分 > 方法 > 牛顿-莱布尼茨公式,0,True,,[],[]
C01:K:491,C01,高等数学,491,反常积分,,knowledge,SubTopic,C01:K:470,2,高等数学 > 5.定积分 > 反常积分,2,False,,[],[]
C01:K:493,C01,高等数学,493,包含,,knowledge,SubTopic,C01:K:491,3,高等数学 > 5.定积分 > 反常积分 > 包含,2,False,,[],[]
C01:K:495,C01,高等数学,495,无穷限反常积分,,knowledge,SubTopic,C01:K:493,4,高等数学 > 5.定积分 > 反常积分 > 包含 > 无穷限反常积分,0,True,,[],[]
C01:K:497,C01,高等数学,497,无界函数反常积分(瑕积分),,knowledge,SubTopic,C01:K:493,4,高等数学 > 5.定积分 > 反常积分 > 包含 > 无界函数反常积分(瑕积分),0,True,,[],[]
C01:K:499,C01,高等数学,499,方法,,knowledge,SubTopic,C01:K:491,3,高等数学 > 5.定积分 > 反常积分 > 方法,1,False,,[],[]
C01:K:501,C01,高等数学,501,反常积分敛散判别法,,knowledge,SubTopic,C01:K:499,4,高等数学 > 5.定积分 > 反常积分 > 方法 > 反常积分敛散判别法,1,False,,[],[]
C01:K:503,C01,高等数学,503,包含,,knowledge,SubTopic,C01:K:501,5,高等数学 > 5.定积分 > 反常积分 > 方法 > 反常积分敛散判别法 > 包含,1,False,,[],[]
C01:K:505,C01,高等数学,505,比较判别法,,knowledge,SubTopic,C01:K:503,6,高等数学 > 5.定积分 > 反常积分 > 方法 > 反常积分敛散判别法 > 包含 > 比较判别法,1,False,,[],[]
C01:K:509,C01,高等数学,509,6.定积分的应用,,chapter,MainTopic,C01:K:101,1,高等数学 > 6.定积分的应用,3,False,,[],[]
C01:K:511,C01,高等数学,511,平面图形面积,,knowledge,SubTopic,C01:K:509,2,高等数学 > 6.定积分的应用 > 平面图形面积,1,False,,[],[]
C01:K:513,C01,高等数学,513,旋转体体积,,knowledge,SubTopic,C01:K:509,2,高等数学 > 6.定积分的应用 > 旋转体体积,1,False,,[],[]
C01:K:515,C01,高等数学,515,平面曲线弧长,,knowledge,SubTopic,C01:K:509,2,高等数学 > 6.定积分的应用 > 平面曲线弧长,1,False,,[],[]
C01:K:517,C01,高等数学,517,包含,,knowledge,SubTopic,C01:K:511,3,高等数学 > 6.定积分的应用 > 平面图形面积 > 包含,2,False,,[],[]
C01:K:519,C01,高等数学,519,包含,,knowledge,SubTopic,C01:K:1684,4,高等数学 > 6.定积分的应用 > 旋转体体积 > 直角坐标 > 包含,3,False,,[],[]
C01:K:521,C01,高等数学,521,包含,,knowledge,SubTopic,C01:K:515,3,高等数学 > 6.定积分的应用 > 平面曲线弧长 > 包含,3,False,,[],[]
C01:K:523,C01,高等数学,523,直角坐标曲边梯形,,knowledge,SubTopic,C01:K:517,4,高等数学 > 6.定积分的应用 > 平面图形面积 > 包含 > 直角坐标曲边梯形,0,True,,[],[]
C01:K:525,C01,高等数学,525,极坐标曲边扇形,,knowledge,SubTopic,C01:K:517,4,高等数学 > 6.定积分的应用 > 平面图形面积 > 包含 > 极坐标曲边扇形,0,True,,[],[]
C01:K:529,C01,高等数学,529,绕x轴,,knowledge,SubTopic,C01:K:519,5,高等数学 > 6.定积分的应用 > 旋转体体积 > 直角坐标 > 包含 > 绕x轴,0,True,,[],[]
C01:K:531,C01,高等数学,531,绕y轴,,knowledge,SubTopic,C01:K:519,5,高等数学 > 6.定积分的应用 > 旋转体体积 > 直角坐标 > 包含 > 绕y轴,0,True,,[],[]
C01:K:533,C01,高等数学,533,横截面面积A(x)已知,,knowledge,SubTopic,C01:K:519,5,高等数学 > 6.定积分的应用 > 旋转体体积 > 直角坐标 > 包含 > 横截面面积A(x)已知,0,True,,[],[]
C01:K:537,C01,高等数学,537,直角坐标,,knowledge,SubTopic,C01:K:521,4,高等数学 > 6.定积分的应用 > 平面曲线弧长 > 包含 > 直角坐标,0,True,,[],[]
C01:K:539,C01,高等数学,539,极坐标,,knowledge,SubTopic,C01:K:521,4,高等数学 > 6.定积分的应用 > 平面曲线弧长 > 包含 > 极坐标,0,True,,[],[]
C01:K:541,C01,高等数学,541,参数方程,,knowledge,SubTopic,C01:K:521,4,高等数学 > 6.定积分的应用 > 平面曲线弧长 > 包含 > 参数方程,0,True,,[],[]
C01:K:583,C01,高等数学,583,7.微分方程,,chapter,MainTopic,C01:K:101,1,高等数学 > 7.微分方程,4,False,,[],[]
