edge_id,head,head_name,relation_type,tail,tail_name,reason,source,confidence,source_section,book_page,evidence_text
XCR_E_0011,DS_TOP_092,队列,APPLIED_IN,OS_OBJ_024,缓冲区,缓冲区常用于平衡生产者与消费者速度差异，队列是其典型组织方式。,跨课程关系整理；参考：王道2027数据结构，队列，教材p76（PDF页87）; 王道2027操作系统，5.2 设备独立性软件，教材p320,0.92,跨课程：数据结构→操作系统,76;320,“队列”（数据结构）与“缓冲区”（操作系统）存在跨课程关系“APPLIED_IN”。依据：缓冲区常用于平衡生产者与消费者速度差异，队列是其典型组织方式。
XCR_E_0012,DS_TOP_060,链表,APPLIED_IN,OS_CON_088,空闲链表法,空闲链表法用链式结构组织空闲磁盘块或空闲区，直接体现链表思想。,跨课程关系整理；参考：王道2027数据结构，线性表的链式表示，教材p30（PDF页41）; 王道2027操作系统，4.3 文件系统，教材p294,0.95,跨课程：数据结构→操作系统,30;294,“链表”（数据结构）与“空闲链表法”（操作系统）存在跨课程关系“APPLIED_IN”。依据：空闲链表法用链式结构组织空闲磁盘块或空闲区，直接体现链表思想。
XCR_E_0013,DS_TOP_114,数组,APPLIED_IN,OS_DST_015,位示图法,位示图法可看作按位组织的数组/表结构，用下标位置映射外存块状态。,跨课程关系整理；参考：王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）; 王道2027操作系统，4.3 文件系统，教材p294,0.90,跨课程：数据结构→操作系统,100;294,“数组”（数据结构）与“位示图法”（操作系统）存在跨课程关系“APPLIED_IN”。依据：位示图法可看作按位组织的数组/表结构，用下标位置映射外存块状态。
XCR_E_0014,DS_TOP_204,图,APPLIED_IN,OS_DST_005,资源分配图,资源分配图用顶点和边描述进程、资源及其请求/分配关系，属于图结构在死锁分析中的应用。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 王道2027操作系统，2.4 死锁，教材p149,0.97,跨课程：数据结构→操作系统,194;149,“图”（数据结构）与“资源分配图”（操作系统）存在跨课程关系“APPLIED_IN”。依据：资源分配图用顶点和边描述进程、资源及其请求/分配关系，属于图结构在死锁分析中的应用。
XCR_E_0015,DS_TOP_207,有向图,APPLIED_IN,OS_DST_005,资源分配图,资源分配图中的请求边和分配边具有方向性，因此有向图概念是理解它的基础。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 王道2027操作系统，2.4 死锁，教材p149,0.95,跨课程：数据结构→操作系统,194;149,“有向图”（数据结构）与“资源分配图”（操作系统）存在跨课程关系“APPLIED_IN”。依据：资源分配图中的请求边和分配边具有方向性，因此有向图概念是理解它的基础。
XCR_E_0016,DS_TOP_204,图,APPLIED_IN,OS_MOD_015,无环图目录结构,无环图目录结构用图表达文件或目录的共享关系，并通过无环约束避免路径循环。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 王道2027操作系统，4.2 目录与文件，教材p257,0.92,跨课程：数据结构→操作系统,194;257,“图”（数据结构）与“无环图目录结构”（操作系统）存在跨课程关系“APPLIED_IN”。依据：无环图目录结构用图表达文件或目录的共享关系，并通过无环约束避免路径循环。
XCR_E_0017,DS_TOP_147,树,APPLIED_IN,OS_MOD_014,多级目录结构,多级目录结构按照父子层次组织目录项，是树结构在文件管理中的典型应用。,跨课程关系整理；参考：王道2027数据结构，树的基本概念，教材p124（PDF页135）; 王道2027操作系统，4.2 目录与文件，教材p257,0.95,跨课程：数据结构→操作系统,124;257,“树”（数据结构）与“多级目录结构”（操作系统）存在跨课程关系“APPLIED_IN”。依据：多级目录结构按照父子层次组织目录项，是树结构在文件管理中的典型应用。
XCR_E_0018,DS_TOP_147,树,APPLIED_IN,OS_CON_075,文件系统,文件系统常通过目录树组织命名空间，树结构帮助理解路径、父目录和子目录关系。,跨课程关系整理；参考：王道2027数据结构，树的基本概念，教材p124（PDF页135）; 王道2027操作系统，4.1 文件系统基础，教材p251,0.88,跨课程：数据结构→操作系统,124;251,“树”（数据结构）与“文件系统”（操作系统）存在跨课程关系“APPLIED_IN”。依据：文件系统常通过目录树组织命名空间，树结构帮助理解路径、父目录和子目录关系。
XCR_E_0019,DS_TOP_081,栈,APPLIED_IN,OS_TOP_040,2.1.3 进程的内存映像,进程内存映像中的栈区用于函数调用、局部变量和返回地址管理，和栈的后进先出特征一致。,跨课程关系整理；参考：王道2027数据结构，栈，教材p63（PDF页74）; 王道2027操作系统，2.1.3 进程的内存映像，教材p40,0.87,跨课程：数据结构→操作系统,63;40,“栈”（数据结构）与“2.1.3 进程的内存映像”（操作系统）存在跨课程关系“APPLIED_IN”。依据：进程内存映像中的栈区用于函数调用、局部变量和返回地址管理，和栈的后进先出特征一致。
XCR_E_0020,OS_ALG_001,进程调度队列,EVALUATED_BY,DS_TOP_035,时间复杂度,调度队列和调度算法的实现开销可从时间复杂度角度评价，避免算法本身成为系统瓶颈。,跨课程关系整理；参考：王道2027操作系统，2.1 进程与线程简介，教材p37; 王道2027数据结构，算法和算法评价，教材p4（PDF页15）,0.77,跨课程：操作系统→数据结构,37;4,“进程调度队列”（操作系统）与“时间复杂度”（数据结构）存在跨课程关系“EVALUATED_BY”。依据：调度队列和调度算法的实现开销可从时间复杂度角度评价，避免算法本身成为系统瓶颈。
XCR_E_0021,DS_TOP_128,串,PREREQUISITE_OF,CP_MEC_001,词法分析,词法分析处理源程序字符流和单词符号序列，串的概念是理解单词识别的基础。,跨课程关系整理；参考：王道2027数据结构，串的定义和实现，教材p109（PDF页120）; 《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2,0.92,跨课程：数据结构→编译原理,109;2,“串”（数据结构）与“词法分析”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：词法分析处理源程序字符流和单词符号序列，串的概念是理解单词识别的基础。
XCR_E_0022,DS_TOP_137,模式匹配,APPLIED_IN,CP_MEC_001,词法分析,词法分析需要在字符流中识别符合规则的词素，本质上包含模式匹配问题。,跨课程关系整理；参考：王道2027数据结构，串的模式匹配，教材p111（PDF页122）; 《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2,0.88,跨课程：数据结构→编译原理,111;2,“模式匹配”（数据结构）与“词法分析”（编译原理）存在跨课程关系“APPLIED_IN”。依据：词法分析需要在字符流中识别符合规则的词素，本质上包含模式匹配问题。
XCR_E_0023,DS_TOP_081,栈,APPLIED_IN,CP_DS_006,分析栈,分析栈直接采用栈结构保存待匹配符号或状态，是语法分析的核心数据结构。,跨课程关系整理；参考：王道2027数据结构，栈，教材p63（PDF页74）; 《编译原理（第3版）》王生原等，清华大学出版社，4.5 LL(1)分析的实现，教材p85,0.98,跨课程：数据结构→编译原理,63;85,“栈”（数据结构）与“分析栈”（编译原理）存在跨课程关系“APPLIED_IN”。依据：分析栈直接采用栈结构保存待匹配符号或状态，是语法分析的核心数据结构。
XCR_E_0024,DS_TOP_147,树,PREREQUISITE_OF,CP_DS_001,语法树,语法树用树形结构表示文法推导过程，学习树结构是理解语法树的前提。,跨课程关系整理；参考：王道2027数据结构，树的基本概念，教材p124（PDF页135）; 《编译原理（第3版）》王生原等，清华大学出版社，2.5 上下文无关文法及其语法树，教材p26,0.96,跨课程：数据结构→编译原理,124;26,“树”（数据结构）与“语法树”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：语法树用树形结构表示文法推导过程，学习树结构是理解语法树的前提。
XCR_E_0025,DS_TOP_164,二叉树,PREREQUISITE_OF,CP_DS_020,抽象语法树,抽象语法树通常以树形结点表达程序结构，二叉树和一般树的表示方法有助于理解其实现。,跨课程关系整理；参考：王道2027数据结构，二叉树的概念，教材p129（PDF页140）; 《编译原理（第3版）》王生原等，清华大学出版社，8.3 中间代码生成，教材p208,0.91,跨课程：数据结构→编译原理,129;208,“二叉树”（数据结构）与“抽象语法树”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：抽象语法树通常以树形结点表达程序结构，二叉树和一般树的表示方法有助于理解其实现。
XCR_E_0026,DS_TOP_285,散列表,APPLIED_IN,CP_DS_018,符号表,符号表需要支持标识符的快速插入与查找，散列表是常用实现方式。,跨课程关系整理；参考：王道2027数据结构，散列(Hash)表，教材p317（PDF页328）; 《编译原理（第3版）》王生原等，清华大学出版社，8.1 符号表，教材p195,0.96,跨课程：数据结构→编译原理,317;195,“散列表”（数据结构）与“符号表”（编译原理）存在跨课程关系“APPLIED_IN”。依据：符号表需要支持标识符的快速插入与查找，散列表是常用实现方式。
XCR_E_0027,DS_TOP_286,散列函数,APPLIED_IN,CP_DS_018,符号表,散列函数把标识符映射到表项位置，是用哈希表实现符号表的关键。,跨课程关系整理；参考：王道2027数据结构，散列(Hash)表，教材p317（PDF页328）; 《编译原理（第3版）》王生原等，清华大学出版社，8.1 符号表，教材p195,0.94,跨课程：数据结构→编译原理,317;195,“散列函数”（数据结构）与“符号表”（编译原理）存在跨课程关系“APPLIED_IN”。依据：散列函数把标识符映射到表项位置，是用哈希表实现符号表的关键。
XCR_E_0028,DS_TOP_050,查找操作,APPLIED_IN,CP_OPR_010,符号表查找,符号表查找本质上是按名字定位属性信息，属于查找操作在编译器中的应用。,跨课程关系整理；参考：王道2027数据结构，线性表的定义和基本操作，教材p13（PDF页24）; 《编译原理（第3版）》王生原等，清华大学出版社，8.1 符号表，教材p195,0.91,跨课程：数据结构→编译原理,13;195,“查找操作”（数据结构）与“符号表查找”（编译原理）存在跨课程关系“APPLIED_IN”。依据：符号表查找本质上是按名字定位属性信息，属于查找操作在编译器中的应用。
XCR_E_0029,DS_TOP_048,插入操作,APPLIED_IN,CP_OPR_011,符号表插入,符号表插入是在声明分析时把新名字及属性加入表结构，体现插入操作的应用。,跨课程关系整理；参考：王道2027数据结构，线性表的定义和基本操作，教材p13（PDF页24）; 《编译原理（第3版）》王生原等，清华大学出版社，8.1 符号表，教材p195,0.90,跨课程：数据结构→编译原理,13;195,“插入操作”（数据结构）与“符号表插入”（编译原理）存在跨课程关系“APPLIED_IN”。依据：符号表插入是在声明分析时把新名字及属性加入表结构，体现插入操作的应用。
XCR_E_0030,DS_TOP_204,图,APPLIED_IN,CP_DS_017,属性依赖图,属性依赖图用结点和边表示属性之间的依赖关系，是图结构在语义计算中的应用。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 《编译原理（第3版）》王生原等，清华大学出版社，7.1 基于属性文法的语义计算，教材p160,0.94,跨课程：数据结构→编译原理,194;160,“图”（数据结构）与“属性依赖图”（编译原理）存在跨课程关系“APPLIED_IN”。依据：属性依赖图用结点和边表示属性之间的依赖关系，是图结构在语义计算中的应用。
XCR_E_0031,DS_TOP_250,拓扑排序,APPLIED_IN,CP_DS_017,属性依赖图,若属性依赖图无环，可用拓扑排序确定属性计算顺序。,跨课程关系整理；参考：王道2027数据结构，图的应用，教材p226（PDF页237）; 《编译原理（第3版）》王生原等，清华大学出版社，7.1 基于属性文法的语义计算，教材p160,0.90,跨课程：数据结构→编译原理,226;160,“拓扑排序”（数据结构）与“属性依赖图”（编译原理）存在跨课程关系“APPLIED_IN”。依据：若属性依赖图无环，可用拓扑排序确定属性计算顺序。
XCR_E_0032,DS_TOP_204,图,PREREQUISITE_OF,CP_DS_031,流图,流图以基本块为结点、控制流为边，理解图结构是理解控制流图的基础。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 《编译原理（第3版）》王生原等，清华大学出版社，10.1 基本块、流图和循环，教材p255,0.95,跨课程：数据结构→编译原理,194;255,“图”（数据结构）与“流图”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：流图以基本块为结点、控制流为边，理解图结构是理解控制流图的基础。
XCR_E_0033,DS_TOP_207,有向图,PREREQUISITE_OF,CP_DS_031,流图,控制流具有方向，流图本质上是有向图。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 《编译原理（第3版）》王生原等，清华大学出版社，10.1 基本块、流图和循环，教材p255,0.95,跨课程：数据结构→编译原理,194;255,“有向图”（数据结构）与“流图”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：控制流具有方向，流图本质上是有向图。
XCR_E_0034,DS_TOP_227,邻接表,APPLIED_IN,CP_DS_031,流图,流图可用邻接表记录每个基本块的后继块，适合表示稀疏控制流关系。,跨课程关系整理；参考：王道2027数据结构，图的存储及基本操作，教材p201（PDF页212）; 《编译原理（第3版）》王生原等，清华大学出版社，10.1 基本块、流图和循环，教材p255,0.86,跨课程：数据结构→编译原理,201;255,“邻接表”（数据结构）与“流图”（编译原理）存在跨课程关系“APPLIED_IN”。依据：流图可用邻接表记录每个基本块的后继块，适合表示稀疏控制流关系。
XCR_E_0035,DS_TOP_081,栈,APPLIED_IN,CP_MEC_020,栈式分配,栈式分配按过程调用进入和退出分配活动记录，利用了栈的后进先出特征。,跨课程关系整理；参考：王道2027数据结构，栈，教材p63（PDF页74）; 《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229,0.96,跨课程：数据结构→编译原理,63;229,“栈”（数据结构）与“栈式分配”（编译原理）存在跨课程关系“APPLIED_IN”。依据：栈式分配按过程调用进入和退出分配活动记录，利用了栈的后进先出特征。
XCR_E_0036,DS_TOP_110,递归工作栈,COMPARE_WITH,CP_DS_023,运行时栈,递归工作栈和运行时栈都用于保存调用现场，前者偏数据结构抽象，后者偏编译运行时实现。,跨课程关系整理；参考：王道2027数据结构，栈和队列的应用，教材p90（PDF页101）; 《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229,0.91,跨课程：数据结构→编译原理,90;229,“递归工作栈”（数据结构）与“运行时栈”（编译原理）存在跨课程关系“COMPARE_WITH”。依据：递归工作栈和运行时栈都用于保存调用现场，前者偏数据结构抽象，后者偏编译运行时实现。
XCR_E_0037,DS_TOP_204,图,APPLIED_IN,CP_ALG_016,数据流分析,数据流分析依赖流图上传播信息，属于图模型上的迭代分析。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 《编译原理（第3版）》王生原等，清华大学出版社，10.2 数据流分析基础，教材p258,0.88,跨课程：数据结构→编译原理,194;258,“图”（数据结构）与“数据流分析”（编译原理）存在跨课程关系“APPLIED_IN”。依据：数据流分析依赖流图上传播信息，属于图模型上的迭代分析。
XCR_E_0038,CP_ALG_016,数据流分析,EVALUATED_BY,DS_TOP_035,时间复杂度,数据流分析等编译算法需要考虑迭代次数和图规模，时间复杂度是重要评价维度。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.2 数据流分析基础，教材p258; 王道2027数据结构，算法和算法评价，教材p4（PDF页15）,0.78,跨课程：编译原理→数据结构,258;4,“数据流分析”（编译原理）与“时间复杂度”（数据结构）存在跨课程关系“EVALUATED_BY”。依据：数据流分析等编译算法需要考虑迭代次数和图规模，时间复杂度是重要评价维度。
XCR_E_0039,DS_TOP_204,图,PREREQUISITE_OF,CN_TOP_148,路由算法,网络拓扑可以抽象为图，路由算法是在图上求路径的典型问题。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 王道2027计网，路由算法，教材p186（PDF页197）,0.96,跨课程：数据结构→计算机网络,194;186,“图”（数据结构）与“路由算法”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：网络拓扑可以抽象为图，路由算法是在图上求路径的典型问题。
XCR_E_0040,DS_TOP_244,最短路径,PREREQUISITE_OF,CN_TOP_148,路由算法,路由算法的目标之一是在网络图中寻找代价较小或最短的路径。,跨课程关系整理；参考：王道2027数据结构，图的应用，教材p226（PDF页237）; 王道2027计网，路由算法，教材p186（PDF页197）,0.95,跨课程：数据结构→计算机网络,226;186,“最短路径”（数据结构）与“路由算法”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：路由算法的目标之一是在网络图中寻找代价较小或最短的路径。
XCR_E_0041,DS_TOP_245,Dijkstra算法,APPLIED_IN,CN_TOP_160,开放最短路径优先协议,OSPF基于链路状态信息计算最短路径，Dijkstra算法是理解其核心思想的重要基础。,跨课程关系整理；参考：王道2027数据结构，图的应用，教材p226（PDF页237）; 王道2027计网，开放最短路径优先协议，教材p191（PDF页202）,0.97,跨课程：数据结构→计算机网络,226;191,“Dijkstra算法”（数据结构）与“开放最短路径优先协议”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：OSPF基于链路状态信息计算最短路径，Dijkstra算法是理解其核心思想的重要基础。
XCR_E_0042,DS_TOP_204,图,APPLIED_IN,CN_TOP_151,链路状态算法,链路状态算法需要维护网络拓扑图并据此计算路由。,跨课程关系整理；参考：王道2027数据结构，图的基本概念，教材p194（PDF页205）; 王道2027计网，链路状态算法，教材p187（PDF页198）,0.94,跨课程：数据结构→计算机网络,194;187,“图”（数据结构）与“链路状态算法”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：链路状态算法需要维护网络拓扑图并据此计算路由。
XCR_E_0043,DS_TOP_227,邻接表,APPLIED_IN,CN_TOP_151,链路状态算法,邻接表适合表示路由器及链路构成的稀疏网络拓扑。,跨课程关系整理；参考：王道2027数据结构，图的存储及基本操作，教材p201（PDF页212）; 王道2027计网，链路状态算法，教材p187（PDF页198）,0.86,跨课程：数据结构→计算机网络,201;187,“邻接表”（数据结构）与“链路状态算法”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：邻接表适合表示路由器及链路构成的稀疏网络拓扑。
XCR_E_0044,DS_TOP_226,邻接矩阵,APPLIED_IN,CN_TOP_151,链路状态算法,邻接矩阵可表示网络拓扑中任意两节点间是否有链路及其代价。,跨课程关系整理；参考：王道2027数据结构，图的存储及基本操作，教材p201（PDF页212）; 王道2027计网，链路状态算法，教材p187（PDF页198）,0.84,跨课程：数据结构→计算机网络,201;187,“邻接矩阵”（数据结构）与“链路状态算法”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：邻接矩阵可表示网络拓扑中任意两节点间是否有链路及其代价。
XCR_E_0045,DS_TOP_147,树,APPLIED_IN,CN_TOP_219,层次域名空间,域名空间按根域、顶级域、二级域等层次组织，体现树结构。,跨课程关系整理；参考：王道2027数据结构，树的基本概念，教材p124（PDF页135）; 王道2027计网，层次域名空间，教材p270（PDF页281）,0.96,跨课程：数据结构→计算机网络,124;270,“树”（数据结构）与“层次域名空间”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：域名空间按根域、顶级域、二级域等层次组织，体现树结构。
XCR_E_0046,DS_TOP_111,层次遍历,APPLIED_IN,CN_TOP_225,域名解析过程,域名解析中的递归/迭代查询可借助树形命名空间理解其逐层定位过程。,跨课程关系整理；参考：王道2027数据结构，栈和队列的应用，教材p90（PDF页101）; 王道2027计网，域名解析过程，教材p272（PDF页283）,0.75,跨课程：数据结构→计算机网络,90;272,“层次遍历”（数据结构）与“域名解析过程”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：域名解析中的递归/迭代查询可借助树形命名空间理解其逐层定位过程。
XCR_E_0047,DS_TOP_092,队列,APPLIED_IN,CN_TOP_123,拥塞控制,拥塞控制需要理解分组在路由器/主机缓冲队列中排队导致的时延与丢包。,跨课程关系整理；参考：王道2027数据结构，队列，教材p76（PDF页87）; 王道2027计网，拥塞控制，教材p132（PDF页143）,0.78,跨课程：数据结构→计算机网络,76;132,“队列”（数据结构）与“拥塞控制”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：拥塞控制需要理解分组在路由器/主机缓冲队列中排队导致的时延与丢包。
XCR_E_0048,DS_TOP_092,队列,APPLIED_IN,CN_TOP_210,TCP流量控制,TCP接收缓冲和发送缓冲中的待处理数据可用队列思想理解顺序到达与窗口控制。,跨课程关系整理；参考：王道2027数据结构，队列，教材p76（PDF页87）; 王道2027计网，TCP流量控制，教材p242（PDF页253）,0.78,跨课程：数据结构→计算机网络,76;242,“队列”（数据结构）与“TCP流量控制”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：TCP接收缓冲和发送缓冲中的待处理数据可用队列思想理解顺序到达与窗口控制。
XCR_E_0049,CN_TOP_148,路由算法,EVALUATED_BY,DS_TOP_035,时间复杂度,路由算法在大规模网络中需要考虑计算开销，时间复杂度是评价算法可扩展性的基础。,跨课程关系整理；参考：王道2027计网，路由算法，教材p186（PDF页197）; 王道2027数据结构，算法和算法评价，教材p4（PDF页15）,0.80,跨课程：计算机网络→数据结构,186;4,“路由算法”（计算机网络）与“时间复杂度”（数据结构）存在跨课程关系“EVALUATED_BY”。依据：路由算法在大规模网络中需要考虑计算开销，时间复杂度是评价算法可扩展性的基础。
XCR_E_0050,CO_OBJ_001,CPU,PREREQUISITE_OF,OS_MEC_001,处理机管理,处理机管理的对象是CPU资源，理解CPU工作方式是理解进程调度和切换的硬件基础。,跨课程关系整理；参考：王道2027计组，计算机系统层次结构，教材p3（PDF页14）; 王道2027操作系统，1.1 操作系统的基本概念，教材p1,0.93,跨课程：计算机组成原理→操作系统,3;1,“CPU”（计算机组成原理）与“处理机管理”（操作系统）存在跨课程关系“PREREQUISITE_OF”。依据：处理机管理的对象是CPU资源，理解CPU工作方式是理解进程调度和切换的硬件基础。
XCR_E_0051,CO_TOP_003,第3章 存储系统,PREREQUISITE_OF,OS_MEC_002,存储器管理,存储器管理建立在主存、Cache、外存和虚拟存储器等存储层次基础上。,跨课程关系整理；参考：王道2027计组，第3章 存储系统，教材p77（PDF页88）; 王道2027操作系统，1.1 操作系统的基本概念，教材p1,0.94,跨课程：计算机组成原理→操作系统,77;1,“第3章 存储系统”（计算机组成原理）与“存储器管理”（操作系统）存在跨课程关系“PREREQUISITE_OF”。依据：存储器管理建立在主存、Cache、外存和虚拟存储器等存储层次基础上。
XCR_E_0052,CO_TOP_007,第7章 输入/输出系统,PREREQUISITE_OF,OS_MEC_004,设备管理,设备管理需要理解I/O接口、端口、中断、DMA等输入输出系统基础。,跨课程关系整理；参考：王道2027计组，第7章 输入/输出系统，教材p291（PDF页302）; 王道2027操作系统，1.1 操作系统的基本概念，教材p1,0.94,跨课程：计算机组成原理→操作系统,291;1,“第7章 输入/输出系统”（计算机组成原理）与“设备管理”（操作系统）存在跨课程关系“PREREQUISITE_OF”。依据：设备管理需要理解I/O接口、端口、中断、DMA等输入输出系统基础。
