edge_id,head,head_name,relation_type,tail,tail_name,reason,source,confidence,source_section,book_page,evidence_text
OS_E_0041,OS_TOP_003,第3章 内存管理,CONTAINS,OS_TOP_016,3.1 内存管理概念,章节由若干小节组成。,王道2027操作系统，3.1 内存管理概念，教材p176,1.0,3.1 内存管理概念,176,“第3章 内存管理”与“3.1 内存管理概念”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0042,OS_TOP_016,3.1 内存管理概念,BELONGS_TO_TOPIC,OS_TOP_003,第3章 内存管理,小节属于对应章节。,王道2027操作系统，3.1 内存管理概念，教材p176,1.0,3.1 内存管理概念,176,“3.1 内存管理概念”与“第3章 内存管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0043,OS_TOP_016,3.1 内存管理概念,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“3.1 内存管理概念”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0044,OS_TOP_003,第3章 内存管理,CONTAINS,OS_TOP_017,3.2 虚拟内存管理,章节由若干小节组成。,王道2027操作系统，3.2 虚拟内存管理，教材p212,1.0,3.2 虚拟内存管理,212,“第3章 内存管理”与“3.2 虚拟内存管理”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0045,OS_TOP_017,3.2 虚拟内存管理,BELONGS_TO_TOPIC,OS_TOP_003,第3章 内存管理,小节属于对应章节。,王道2027操作系统，3.2 虚拟内存管理，教材p212,1.0,3.2 虚拟内存管理,212,“3.2 虚拟内存管理”与“第3章 内存管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0046,OS_TOP_017,3.2 虚拟内存管理,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“3.2 虚拟内存管理”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0047,OS_TOP_004,第4章 文件管理,CONTAINS,OS_TOP_018,4.1 文件系统基础,章节由若干小节组成。,王道2027操作系统，4.1 文件系统基础，教材p251,1.0,4.1 文件系统基础,251,“第4章 文件管理”与“4.1 文件系统基础”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0048,OS_TOP_018,4.1 文件系统基础,BELONGS_TO_TOPIC,OS_TOP_004,第4章 文件管理,小节属于对应章节。,王道2027操作系统，4.1 文件系统基础，教材p251,1.0,4.1 文件系统基础,251,“4.1 文件系统基础”与“第4章 文件管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0049,OS_TOP_018,4.1 文件系统基础,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“4.1 文件系统基础”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0050,OS_TOP_004,第4章 文件管理,CONTAINS,OS_TOP_019,4.2 目录与文件,章节由若干小节组成。,王道2027操作系统，4.2 目录与文件，教材p257,1.0,4.2 目录与文件,257,“第4章 文件管理”与“4.2 目录与文件”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0051,OS_TOP_019,4.2 目录与文件,BELONGS_TO_TOPIC,OS_TOP_004,第4章 文件管理,小节属于对应章节。,王道2027操作系统，4.2 目录与文件，教材p257,1.0,4.2 目录与文件,257,“4.2 目录与文件”与“第4章 文件管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0052,OS_TOP_019,4.2 目录与文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“4.2 目录与文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0053,OS_TOP_004,第4章 文件管理,CONTAINS,OS_TOP_020,4.3 文件系统,章节由若干小节组成。,王道2027操作系统，4.3 文件系统，教材p294,1.0,4.3 文件系统,294,“第4章 文件管理”与“4.3 文件系统”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0054,OS_TOP_020,4.3 文件系统,BELONGS_TO_TOPIC,OS_TOP_004,第4章 文件管理,小节属于对应章节。,王道2027操作系统，4.3 文件系统，教材p294,1.0,4.3 文件系统,294,“4.3 文件系统”与“第4章 文件管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0055,OS_TOP_020,4.3 文件系统,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“4.3 文件系统”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0056,OS_TOP_005,第5章 输入/输出管理,CONTAINS,OS_TOP_021,5.1 I/O管理概述,章节由若干小节组成。,王道2027操作系统，5.1 I/O管理概述，教材p305,1.0,5.1 I/O管理概述,305,“第5章 输入/输出管理”与“5.1 I/O管理概述”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0057,OS_TOP_021,5.1 I/O管理概述,BELONGS_TO_TOPIC,OS_TOP_005,第5章 输入/输出管理,小节属于对应章节。,王道2027操作系统，5.1 I/O管理概述，教材p305,1.0,5.1 I/O管理概述,305,“5.1 I/O管理概述”与“第5章 输入/输出管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0058,OS_TOP_021,5.1 I/O管理概述,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“5.1 I/O管理概述”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0059,OS_TOP_005,第5章 输入/输出管理,CONTAINS,OS_TOP_022,5.2 设备独立性软件,章节由若干小节组成。,王道2027操作系统，5.2 设备独立性软件，教材p320,1.0,5.2 设备独立性软件,320,“第5章 输入/输出管理”与“5.2 设备独立性软件”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0060,OS_TOP_022,5.2 设备独立性软件,BELONGS_TO_TOPIC,OS_TOP_005,第5章 输入/输出管理,小节属于对应章节。,王道2027操作系统，5.2 设备独立性软件，教材p320,1.0,5.2 设备独立性软件,320,“5.2 设备独立性软件”与“第5章 输入/输出管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0061,OS_TOP_022,5.2 设备独立性软件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“5.2 设备独立性软件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0062,OS_TOP_005,第5章 输入/输出管理,CONTAINS,OS_TOP_023,5.3 磁盘和固态硬盘,章节由若干小节组成。,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,1.0,5.3 磁盘和固态硬盘,340,“第5章 输入/输出管理”与“5.3 磁盘和固态硬盘”存在关系“CONTAINS”。依据：章节由若干小节组成。
OS_E_0063,OS_TOP_023,5.3 磁盘和固态硬盘,BELONGS_TO_TOPIC,OS_TOP_005,第5章 输入/输出管理,小节属于对应章节。,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,1.0,5.3 磁盘和固态硬盘,340,“5.3 磁盘和固态硬盘”与“第5章 输入/输出管理”存在关系“BELONGS_TO_TOPIC”。依据：小节属于对应章节。
OS_E_0064,OS_TOP_023,5.3 磁盘和固态硬盘,BELONGS_TO_COURSE,OS_CRS_001,操作系统,小节属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“5.3 磁盘和固态硬盘”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：小节属于本课程。
OS_E_0065,OS_TOP_006,1.1 操作系统的基本概念,CONTAINS,OS_TOP_024,1.1.1 操作系统的概念,小节由具体三级知识点展开。,王道2027操作系统，1.1.1 操作系统的概念，教材p1,1.0,1.1.1 操作系统的概念,1,“1.1 操作系统的基本概念”与“1.1.1 操作系统的概念”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0066,OS_TOP_024,1.1.1 操作系统的概念,BELONGS_TO_TOPIC,OS_TOP_006,1.1 操作系统的基本概念,三级知识点属于对应小节。,王道2027操作系统，1.1.1 操作系统的概念，教材p1,1.0,1.1.1 操作系统的概念,1,“1.1.1 操作系统的概念”与“1.1 操作系统的基本概念”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0067,OS_TOP_024,1.1.1 操作系统的概念,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.1.1 操作系统的概念”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0068,OS_TOP_006,1.1 操作系统的基本概念,CONTAINS,OS_TOP_025,1.1.2 操作系统的功能和目标,小节由具体三级知识点展开。,王道2027操作系统，1.1.2 操作系统的功能和目标，教材p2,1.0,1.1.2 操作系统的功能和目标,2,“1.1 操作系统的基本概念”与“1.1.2 操作系统的功能和目标”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0069,OS_TOP_025,1.1.2 操作系统的功能和目标,BELONGS_TO_TOPIC,OS_TOP_006,1.1 操作系统的基本概念,三级知识点属于对应小节。,王道2027操作系统，1.1.2 操作系统的功能和目标，教材p2,1.0,1.1.2 操作系统的功能和目标,2,“1.1.2 操作系统的功能和目标”与“1.1 操作系统的基本概念”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0070,OS_TOP_025,1.1.2 操作系统的功能和目标,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.1.2 操作系统的功能和目标”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0071,OS_TOP_006,1.1 操作系统的基本概念,CONTAINS,OS_TOP_026,1.1.3 操作系统的特征,小节由具体三级知识点展开。,王道2027操作系统，1.1.3 操作系统的特征，教材p3,1.0,1.1.3 操作系统的特征,3,“1.1 操作系统的基本概念”与“1.1.3 操作系统的特征”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0072,OS_TOP_026,1.1.3 操作系统的特征,BELONGS_TO_TOPIC,OS_TOP_006,1.1 操作系统的基本概念,三级知识点属于对应小节。,王道2027操作系统，1.1.3 操作系统的特征，教材p3,1.0,1.1.3 操作系统的特征,3,“1.1.3 操作系统的特征”与“1.1 操作系统的基本概念”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0073,OS_TOP_026,1.1.3 操作系统的特征,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.1.3 操作系统的特征”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0074,OS_TOP_007,1.2 操作系统发展历程,CONTAINS,OS_TOP_027,1.2.1 手工操作阶段,小节由具体三级知识点展开。,王道2027操作系统，1.2.1 手工操作阶段，教材p7,1.0,1.2.1 手工操作阶段,7,“1.2 操作系统发展历程”与“1.2.1 手工操作阶段”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0075,OS_TOP_027,1.2.1 手工操作阶段,BELONGS_TO_TOPIC,OS_TOP_007,1.2 操作系统发展历程,三级知识点属于对应小节。,王道2027操作系统，1.2.1 手工操作阶段，教材p7,1.0,1.2.1 手工操作阶段,7,“1.2.1 手工操作阶段”与“1.2 操作系统发展历程”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0076,OS_TOP_027,1.2.1 手工操作阶段,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.2.1 手工操作阶段”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0077,OS_TOP_007,1.2 操作系统发展历程,CONTAINS,OS_TOP_028,1.2.2 批处理阶段,小节由具体三级知识点展开。,王道2027操作系统，1.2.2 批处理阶段，教材p7,1.0,1.2.2 批处理阶段,7,“1.2 操作系统发展历程”与“1.2.2 批处理阶段”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0078,OS_TOP_028,1.2.2 批处理阶段,BELONGS_TO_TOPIC,OS_TOP_007,1.2 操作系统发展历程,三级知识点属于对应小节。,王道2027操作系统，1.2.2 批处理阶段，教材p7,1.0,1.2.2 批处理阶段,7,“1.2.2 批处理阶段”与“1.2 操作系统发展历程”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0079,OS_TOP_028,1.2.2 批处理阶段,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.2.2 批处理阶段”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0080,OS_TOP_007,1.2 操作系统发展历程,CONTAINS,OS_TOP_029,1.2.3 分时操作系统,小节由具体三级知识点展开。,王道2027操作系统，1.2.3 分时操作系统，教材p8,1.0,1.2.3 分时操作系统,8,“1.2 操作系统发展历程”与“1.2.3 分时操作系统”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0081,OS_TOP_029,1.2.3 分时操作系统,BELONGS_TO_TOPIC,OS_TOP_007,1.2 操作系统发展历程,三级知识点属于对应小节。,王道2027操作系统，1.2.3 分时操作系统，教材p8,1.0,1.2.3 分时操作系统,8,“1.2.3 分时操作系统”与“1.2 操作系统发展历程”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
OS_E_0082,OS_TOP_029,1.2.3 分时操作系统,BELONGS_TO_COURSE,OS_CRS_001,操作系统,三级知识点属于本课程。,王道2027操作系统，内容简介，教材p2,1.0,内容简介,2,“1.2.3 分时操作系统”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：三级知识点属于本课程。
OS_E_0083,OS_TOP_007,1.2 操作系统发展历程,CONTAINS,OS_TOP_030,1.2.4 实时操作系统,小节由具体三级知识点展开。,王道2027操作系统，1.2.4 实时操作系统，教材p8,1.0,1.2.4 实时操作系统,8,“1.2 操作系统发展历程”与“1.2.4 实时操作系统”存在关系“CONTAINS”。依据：小节由具体三级知识点展开。
OS_E_0084,OS_TOP_030,1.2.4 实时操作系统,BELONGS_TO_TOPIC,OS_TOP_007,1.2 操作系统发展历程,三级知识点属于对应小节。,王道2027操作系统，1.2.4 实时操作系统，教材p8,1.0,1.2.4 实时操作系统,8,“1.2.4 实时操作系统”与“1.2 操作系统发展历程”存在关系“BELONGS_TO_TOPIC”。依据：三级知识点属于对应小节。
