node_id,name,entity_type,course,topic,definition,alias,difficulty,importance,source,source_section,book_page,evidence_text
OS_TOP_012,2.1 进程与线程简介,Topic,操作系统,第2章 进程与线程,讲解进程概念、组成、状态转换、进程控制、进程通信和线程模型。,,3,4,王道2027操作系统，2.1 进程与线程简介，教材p37,2.1 进程与线程简介,37,教材在“2.1 进程与线程简介”中出现或讲解“2.1 进程与线程简介”；本节点概括为：讲解进程概念、组成、状态转换、进程控制、进程通信和线程模型。
OS_TOP_013,2.2 CPU调度,Topic,操作系统,第2章 进程与线程,讲解调度层次、调度目标、进程切换和常见CPU调度算法。,,3,4,王道2027操作系统，2.2 CPU调度，教材p66,2.2 CPU调度,66,教材在“2.2 CPU调度”中出现或讲解“2.2 CPU调度”；本节点概括为：讲解调度层次、调度目标、进程切换和常见CPU调度算法。
OS_TOP_014,2.3 同步与互斥,Topic,操作系统,第2章 进程与线程,讲解并发进程同步互斥、临界区、信号量、经典同步问题和管程。,,3,4,王道2027操作系统，2.3 同步与互斥，教材p99,2.3 同步与互斥,99,教材在“2.3 同步与互斥”中出现或讲解“2.3 同步与互斥”；本节点概括为：讲解并发进程同步互斥、临界区、信号量、经典同步问题和管程。
OS_TOP_015,2.4 死锁,Topic,操作系统,第2章 进程与线程,讲解死锁产生条件、预防、避免、检测与解除。,,3,4,王道2027操作系统，2.4 死锁，教材p149,2.4 死锁,149,教材在“2.4 死锁”中出现或讲解“2.4 死锁”；本节点概括为：讲解死锁产生条件、预防、避免、检测与解除。
OS_TOP_016,3.1 内存管理概念,Topic,操作系统,第3章 内存管理,讲解内存管理要求、连续分配、分页、分段和段页式管理。,,3,4,王道2027操作系统，3.1 内存管理概念，教材p176,3.1 内存管理概念,176,教材在“3.1 内存管理概念”中出现或讲解“3.1 内存管理概念”；本节点概括为：讲解内存管理要求、连续分配、分页、分段和段页式管理。
OS_TOP_017,3.2 虚拟内存管理,Topic,操作系统,第3章 内存管理,讲解虚拟内存、请求分页、页框分配、页面置换、抖动和地址翻译。,,3,4,王道2027操作系统，3.2 虚拟内存管理，教材p212,3.2 虚拟内存管理,212,教材在“3.2 虚拟内存管理”中出现或讲解“3.2 虚拟内存管理”；本节点概括为：讲解虚拟内存、请求分页、页框分配、页面置换、抖动和地址翻译。
OS_TOP_018,4.1 文件系统基础,Topic,操作系统,第4章 文件管理,讲解文件基本概念、文件系统结构和文件逻辑结构。,,3,4,王道2027操作系统，4.1 文件系统基础，教材p251,4.1 文件系统基础,251,教材在“4.1 文件系统基础”中出现或讲解“4.1 文件系统基础”；本节点概括为：讲解文件基本概念、文件系统结构和文件逻辑结构。
OS_TOP_019,4.2 目录与文件,Topic,操作系统,第4章 文件管理,讲解目录、文件控制块、索引节点、目录结构、文件物理结构、共享与保护。,,3,4,王道2027操作系统，4.2 目录与文件，教材p257,4.2 目录与文件,257,教材在“4.2 目录与文件”中出现或讲解“4.2 目录与文件”；本节点概括为：讲解目录、文件控制块、索引节点、目录结构、文件物理结构、共享与保护。
OS_TOP_020,4.3 文件系统,Topic,操作系统,第4章 文件管理,讲解文件系统布局、文件存储空间管理、虚拟文件系统和挂载。,,3,4,王道2027操作系统，4.3 文件系统，教材p294,4.3 文件系统,294,教材在“4.3 文件系统”中出现或讲解“4.3 文件系统”；本节点概括为：讲解文件系统布局、文件存储空间管理、虚拟文件系统和挂载。
OS_TOP_021,5.1 I/O管理概述,Topic,操作系统,第5章 输入/输出管理,讲解I/O设备、I/O控制方式、I/O软件层次和应用程序I/O接口。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“5.1 I/O管理概述”；本节点概括为：讲解I/O设备、I/O控制方式、I/O软件层次和应用程序I/O接口。
OS_TOP_022,5.2 设备独立性软件,Topic,操作系统,第5章 输入/输出管理,讲解设备独立性、缓冲、高速缓存、设备分配与SPOOLing技术。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“5.2 设备独立性软件”；本节点概括为：讲解设备独立性、缓冲、高速缓存、设备分配与SPOOLing技术。
OS_TOP_023,5.3 磁盘和固态硬盘,Topic,操作系统,第5章 输入/输出管理,讲解磁盘结构、磁盘管理、磁盘调度算法和固态硬盘。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“5.3 磁盘和固态硬盘”；本节点概括为：讲解磁盘结构、磁盘管理、磁盘调度算法和固态硬盘。
OS_TOP_024,1.1.1 操作系统的概念,Topic,操作系统,第1章 计算机系统概述,定义操作系统在计算机系统中的位置和作用。,,3,3,王道2027操作系统，1.1.1 操作系统的概念，教材p1,1.1.1 操作系统的概念,1,教材在“1.1.1 操作系统的概念”中出现或讲解“1.1.1 操作系统的概念”；本节点概括为：定义操作系统在计算机系统中的位置和作用。
OS_TOP_025,1.1.2 操作系统的功能和目标,Topic,操作系统,第1章 计算机系统概述,说明处理机、存储器、文件、设备管理和用户接口等功能。,,3,3,王道2027操作系统，1.1.2 操作系统的功能和目标，教材p2,1.1.2 操作系统的功能和目标,2,教材在“1.1.2 操作系统的功能和目标”中出现或讲解“1.1.2 操作系统的功能和目标”；本节点概括为：说明处理机、存储器、文件、设备管理和用户接口等功能。
OS_TOP_026,1.1.3 操作系统的特征,Topic,操作系统,第1章 计算机系统概述,说明并发、共享、虚拟和异步四个基本特征。,,3,3,王道2027操作系统，1.1.3 操作系统的特征，教材p3,1.1.3 操作系统的特征,3,教材在“1.1.3 操作系统的特征”中出现或讲解“1.1.3 操作系统的特征”；本节点概括为：说明并发、共享、虚拟和异步四个基本特征。
OS_TOP_027,1.2.1 手工操作阶段,Topic,操作系统,第1章 计算机系统概述,说明未配置操作系统时人工装入和控制作业的方式。,,3,3,王道2027操作系统，1.2.1 手工操作阶段，教材p7,1.2.1 手工操作阶段,7,教材在“1.2.1 手工操作阶段”中出现或讲解“1.2.1 手工操作阶段”；本节点概括为：说明未配置操作系统时人工装入和控制作业的方式。
OS_TOP_028,1.2.2 批处理阶段,Topic,操作系统,第1章 计算机系统概述,说明单道与多道批处理系统的出现及作用。,,3,3,王道2027操作系统，1.2.2 批处理阶段，教材p7,1.2.2 批处理阶段,7,教材在“1.2.2 批处理阶段”中出现或讲解“1.2.2 批处理阶段”；本节点概括为：说明单道与多道批处理系统的出现及作用。
OS_TOP_029,1.2.3 分时操作系统,Topic,操作系统,第1章 计算机系统概述,说明分时系统的多用户交互和时间片思想。,,3,3,王道2027操作系统，1.2.3 分时操作系统，教材p8,1.2.3 分时操作系统,8,教材在“1.2.3 分时操作系统”中出现或讲解“1.2.3 分时操作系统”；本节点概括为：说明分时系统的多用户交互和时间片思想。
OS_TOP_030,1.2.4 实时操作系统,Topic,操作系统,第1章 计算机系统概述,说明实时系统对及时性和可靠性的要求。,,3,3,王道2027操作系统，1.2.4 实时操作系统，教材p8,1.2.4 实时操作系统,8,教材在“1.2.4 实时操作系统”中出现或讲解“1.2.4 实时操作系统”；本节点概括为：说明实时系统对及时性和可靠性的要求。
OS_TOP_031,1.2.5 网络操作系统和分布式系统,Topic,操作系统,第1章 计算机系统概述,说明网络资源共享和分布式协同的系统形态。,,3,3,王道2027操作系统，1.2.5 网络操作系统和分布式系统，教材p9,1.2.5 网络操作系统和分布式系统,9,教材在“1.2.5 网络操作系统和分布式系统”中出现或讲解“1.2.5 网络操作系统和分布式系统”；本节点概括为：说明网络资源共享和分布式协同的系统形态。
OS_TOP_032,1.2.6 微机操作系统,Topic,操作系统,第1章 计算机系统概述,说明个人计算机操作系统的发展。,,3,3,王道2027操作系统，1.2.6 微机操作系统，教材p9,1.2.6 微机操作系统,9,教材在“1.2.6 微机操作系统”中出现或讲解“1.2.6 微机操作系统”；本节点概括为：说明个人计算机操作系统的发展。
OS_TOP_033,1.3.1 操作系统内核,Topic,操作系统,第1章 计算机系统概述,说明内核中时钟、中断、原语和资源管理等功能。,,3,3,王道2027操作系统，1.3.1 操作系统内核，教材p15,1.3.1 操作系统内核,15,教材在“1.3.1 操作系统内核”中出现或讲解“1.3.1 操作系统内核”；本节点概括为：说明内核中时钟、中断、原语和资源管理等功能。
OS_TOP_034,1.3.2 处理机的双重工作模式,Topic,操作系统,第1章 计算机系统概述,说明用户态、核心态和特权指令。,,3,3,王道2027操作系统，1.3.2 处理机的双重工作模式，教材p16,1.3.2 处理机的双重工作模式,16,教材在“1.3.2 处理机的双重工作模式”中出现或讲解“1.3.2 处理机的双重工作模式”；本节点概括为：说明用户态、核心态和特权指令。
OS_TOP_035,1.3.3 中断和异常的概念,Topic,操作系统,第1章 计算机系统概述,说明中断、异常及其在系统控制中的作用。,,3,3,王道2027操作系统，1.3.3 中断和异常的概念，教材p16,1.3.3 中断和异常的概念,16,教材在“1.3.3 中断和异常的概念”中出现或讲解“1.3.3 中断和异常的概念”；本节点概括为：说明中断、异常及其在系统控制中的作用。
OS_TOP_036,1.3.4 系统调用,Topic,操作系统,第1章 计算机系统概述,说明应用程序请求内核服务的接口。,,3,3,王道2027操作系统，1.3.4 系统调用，教材p17,1.3.4 系统调用,17,教材在“1.3.4 系统调用”中出现或讲解“1.3.4 系统调用”；本节点概括为：说明应用程序请求内核服务的接口。
OS_TOP_037,1.6.1 虚拟机的基本概念,Topic,操作系统,第1章 计算机系统概述,说明虚拟机和虚拟化技术的基本思想。,,3,3,王道2027操作系统，1.6.1 虚拟机的基本概念，教材p30,1.6.1 虚拟机的基本概念,30,教材在“1.6.1 虚拟机的基本概念”中出现或讲解“1.6.1 虚拟机的基本概念”；本节点概括为：说明虚拟机和虚拟化技术的基本思想。
OS_TOP_038,2.1.1 进程的概念和特征,Topic,操作系统,第2章 进程与线程,说明进程作为程序一次执行过程及其动态性、并发性等特征。,,3,3,王道2027操作系统，2.1.1 进程的概念和特征，教材p38,2.1.1 进程的概念和特征,38,教材在“2.1.1 进程的概念和特征”中出现或讲解“2.1.1 进程的概念和特征”；本节点概括为：说明进程作为程序一次执行过程及其动态性、并发性等特征。
OS_TOP_039,2.1.2 进程的组成,Topic,操作系统,第2章 进程与线程,说明进程由程序段、数据段和PCB等组成。,,3,3,王道2027操作系统，2.1.2 进程的组成，教材p38,2.1.2 进程的组成,38,教材在“2.1.2 进程的组成”中出现或讲解“2.1.2 进程的组成”；本节点概括为：说明进程由程序段、数据段和PCB等组成。
OS_TOP_040,2.1.3 进程的内存映像,Topic,操作系统,第2章 进程与线程,说明进程地址空间中代码、数据、堆和栈等映像。,,3,3,王道2027操作系统，2.1.3 进程的内存映像，教材p40,2.1.3 进程的内存映像,40,教材在“2.1.3 进程的内存映像”中出现或讲解“2.1.3 进程的内存映像”；本节点概括为：说明进程地址空间中代码、数据、堆和栈等映像。
OS_TOP_041,2.1.4 进程的状态与转换,Topic,操作系统,第2章 进程与线程,说明运行态、就绪态、阻塞态等状态及转换条件。,,3,3,王道2027操作系统，2.1.4 进程的状态与转换，教材p41,2.1.4 进程的状态与转换,41,教材在“2.1.4 进程的状态与转换”中出现或讲解“2.1.4 进程的状态与转换”；本节点概括为：说明运行态、就绪态、阻塞态等状态及转换条件。
OS_TOP_042,2.1.5 进程控制,Topic,操作系统,第2章 进程与线程,说明创建、撤销、阻塞、唤醒等进程控制操作。,,3,3,王道2027操作系统，2.1.5 进程控制，教材p42,2.1.5 进程控制,42,教材在“2.1.5 进程控制”中出现或讲解“2.1.5 进程控制”；本节点概括为：说明创建、撤销、阻塞、唤醒等进程控制操作。
OS_TOP_043,2.1.6 进程的通信,Topic,操作系统,第2章 进程与线程,说明共享存储、消息传递和管道通信。,,3,3,王道2027操作系统，2.1.6 进程的通信，教材p43,2.1.6 进程的通信,43,教材在“2.1.6 进程的通信”中出现或讲解“2.1.6 进程的通信”；本节点概括为：说明共享存储、消息传递和管道通信。
OS_TOP_044,2.1.7 线程和多线程模型,Topic,操作系统,第2章 进程与线程,说明线程概念及用户级、内核级、多线程映射模型。,,3,3,王道2027操作系统，2.1.7 线程和多线程模型，教材p45,2.1.7 线程和多线程模型,45,教材在“2.1.7 线程和多线程模型”中出现或讲解“2.1.7 线程和多线程模型”；本节点概括为：说明线程概念及用户级、内核级、多线程映射模型。
OS_TOP_045,2.2.1 调度的概念,Topic,操作系统,第2章 进程与线程,说明作业调度、中级调度和进程调度等层次。,,3,3,王道2027操作系统，2.2.1 调度的概念，教材p66,2.2.1 调度的概念,66,教材在“2.2.1 调度的概念”中出现或讲解“2.2.1 调度的概念”；本节点概括为：说明作业调度、中级调度和进程调度等层次。
OS_TOP_046,2.2.2 进程调度,Topic,操作系统,第2章 进程与线程,说明处理机在就绪进程之间分配的过程。,,3,3,王道2027操作系统，2.2.2 进程调度，教材p67,2.2.2 进程调度,67,教材在“2.2.2 进程调度”中出现或讲解“2.2.2 进程调度”；本节点概括为：说明处理机在就绪进程之间分配的过程。
OS_TOP_047,2.2.3 调度的目标,Topic,操作系统,第2章 进程与线程,说明CPU利用率、吞吐量、周转时间、等待时间和响应时间等指标。,,3,3,王道2027操作系统，2.2.3 调度的目标，教材p70,2.2.3 调度的目标,70,教材在“2.2.3 调度的目标”中出现或讲解“2.2.3 调度的目标”；本节点概括为：说明CPU利用率、吞吐量、周转时间、等待时间和响应时间等指标。
OS_TOP_048,2.2.4 进程切换,Topic,操作系统,第2章 进程与线程,说明上下文保存与恢复导致的调度开销。,,3,3,王道2027操作系统，2.2.4 进程切换，教材p70,2.2.4 进程切换,70,教材在“2.2.4 进程切换”中出现或讲解“2.2.4 进程切换”；本节点概括为：说明上下文保存与恢复导致的调度开销。
OS_TOP_049,2.2.5 CPU调度算法,Topic,操作系统,第2章 进程与线程,说明FCFS、SJF、HRRN、RR、优先级和多级反馈队列等算法。,,3,3,王道2027操作系统，2.2.5 CPU调度算法，教材p71,2.2.5 CPU调度算法,71,教材在“2.2.5 CPU调度算法”中出现或讲解“2.2.5 CPU调度算法”；本节点概括为：说明FCFS、SJF、HRRN、RR、优先级和多级反馈队列等算法。
OS_TOP_050,2.2.6 多处理机调度,Topic,操作系统,第2章 进程与线程,说明多处理器环境下的进程分配和负载均衡。,,3,3,王道2027操作系统，2.2.6 多处理机调度，教材p77,2.2.6 多处理机调度,77,教材在“2.2.6 多处理机调度”中出现或讲解“2.2.6 多处理机调度”；本节点概括为：说明多处理器环境下的进程分配和负载均衡。
OS_TOP_051,2.3.1 同步与互斥的基本概念,Topic,操作系统,第2章 进程与线程,说明进程同步、进程互斥和临界区。,,3,3,王道2027操作系统，2.3.1 同步与互斥的基本概念，教材p99,2.3.1 同步与互斥的基本概念,99,教材在“2.3.1 同步与互斥的基本概念”中出现或讲解“2.3.1 同步与互斥的基本概念”；本节点概括为：说明进程同步、进程互斥和临界区。
OS_TOP_052,2.3.2 实现临界区互斥的基本方法,Topic,操作系统,第2章 进程与线程,说明软件方法和硬件方法实现互斥。,,3,3,王道2027操作系统，2.3.2 实现临界区互斥的基本方法，教材p100,2.3.2 实现临界区互斥的基本方法,100,教材在“2.3.2 实现临界区互斥的基本方法”中出现或讲解“2.3.2 实现临界区互斥的基本方法”；本节点概括为：说明软件方法和硬件方法实现互斥。
OS_TOP_053,2.3.3 互斥锁,Topic,操作系统,第2章 进程与线程,说明忙等锁保护临界区的机制。,,3,3,王道2027操作系统，2.3.3 互斥锁，教材p103,2.3.3 互斥锁,103,教材在“2.3.3 互斥锁”中出现或讲解“2.3.3 互斥锁”；本节点概括为：说明忙等锁保护临界区的机制。
OS_TOP_054,2.3.4 信号量,Topic,操作系统,第2章 进程与线程,说明P/V操作和信号量同步互斥机制。,,3,3,王道2027操作系统，2.3.4 信号量，教材p104,2.3.4 信号量,104,教材在“2.3.4 信号量”中出现或讲解“2.3.4 信号量”；本节点概括为：说明P/V操作和信号量同步互斥机制。
OS_TOP_055,2.3.5 经典同步问题,Topic,操作系统,第2章 进程与线程,说明生产者-消费者、读者-写者和哲学家进餐等问题。,,3,3,王道2027操作系统，2.3.5 经典同步问题，教材p107,2.3.5 经典同步问题,107,教材在“2.3.5 经典同步问题”中出现或讲解“2.3.5 经典同步问题”；本节点概括为：说明生产者-消费者、读者-写者和哲学家进餐等问题。
OS_TOP_056,2.3.6 管程,Topic,操作系统,第2章 进程与线程,说明管程将共享数据和操作封装并提供条件变量。,,3,3,王道2027操作系统，2.3.6 管程，教材p112,2.3.6 管程,112,教材在“2.3.6 管程”中出现或讲解“2.3.6 管程”；本节点概括为：说明管程将共享数据和操作封装并提供条件变量。
OS_TOP_057,2.4.1 死锁的概念,Topic,操作系统,第2章 进程与线程,说明进程因竞争资源而永久等待的现象。,,3,3,王道2027操作系统，2.4.1 死锁的概念，教材p150,2.4.1 死锁的概念,150,教材在“2.4.1 死锁的概念”中出现或讲解“2.4.1 死锁的概念”；本节点概括为：说明进程因竞争资源而永久等待的现象。
OS_TOP_058,2.4.2 死锁预防,Topic,操作系统,第2章 进程与线程,说明破坏死锁必要条件来预防死锁。,,3,3,王道2027操作系统，2.4.2 死锁预防，教材p152,2.4.2 死锁预防,152,教材在“2.4.2 死锁预防”中出现或讲解“2.4.2 死锁预防”；本节点概括为：说明破坏死锁必要条件来预防死锁。
OS_TOP_059,2.4.3 死锁避免,Topic,操作系统,第2章 进程与线程,说明利用安全状态和银行家算法避免死锁。,,3,3,王道2027操作系统，2.4.3 死锁避免，教材p153,2.4.3 死锁避免,153,教材在“2.4.3 死锁避免”中出现或讲解“2.4.3 死锁避免”；本节点概括为：说明利用安全状态和银行家算法避免死锁。
OS_TOP_060,2.4.4 死锁检测与解除,Topic,操作系统,第2章 进程与线程,说明检测死锁并通过剥夺资源或撤销进程解除死锁。,,3,3,王道2027操作系统，2.4.4 死锁检测与解除，教材p157,2.4.4 死锁检测与解除,157,教材在“2.4.4 死锁检测与解除”中出现或讲解“2.4.4 死锁检测与解除”；本节点概括为：说明检测死锁并通过剥夺资源或撤销进程解除死锁。
OS_TOP_061,3.1.1 内存管理的基本原理和要求,Topic,操作系统,第3章 内存管理,说明内存分配、地址转换、保护、共享与扩充。,,3,3,王道2027操作系统，3.1.1 内存管理的基本原理和要求，教材p176,3.1.1 内存管理的基本原理和要求,176,教材在“3.1.1 内存管理的基本原理和要求”中出现或讲解“3.1.1 内存管理的基本原理和要求”；本节点概括为：说明内存分配、地址转换、保护、共享与扩充。
OS_TOP_062,3.1.2 连续分配管理方式,Topic,操作系统,第3章 内存管理,说明单一连续分配、固定分区和动态分区。,,3,3,王道2027操作系统，3.1.2 连续分配管理方式，教材p180,3.1.2 连续分配管理方式,180,教材在“3.1.2 连续分配管理方式”中出现或讲解“3.1.2 连续分配管理方式”；本节点概括为：说明单一连续分配、固定分区和动态分区。
OS_TOP_063,3.1.3 基本分页存储管理,Topic,操作系统,第3章 内存管理,说明页、页框、页表、快表和地址转换。,,3,3,王道2027操作系统，3.1.3 基本分页存储管理，教材p183,3.1.3 基本分页存储管理,183,教材在“3.1.3 基本分页存储管理”中出现或讲解“3.1.3 基本分页存储管理”；本节点概括为：说明页、页框、页表、快表和地址转换。
OS_TOP_064,3.1.4 基本分段存储管理,Topic,操作系统,第3章 内存管理,说明按逻辑段组织地址空间及段表转换。,,3,3,王道2027操作系统，3.1.4 基本分段存储管理，教材p187,3.1.4 基本分段存储管理,187,教材在“3.1.4 基本分段存储管理”中出现或讲解“3.1.4 基本分段存储管理”；本节点概括为：说明按逻辑段组织地址空间及段表转换。
OS_TOP_065,3.1.5 段页式存储管理,Topic,操作系统,第3章 内存管理,说明分段和分页结合的存储管理方式。,,3,3,王道2027操作系统，3.1.5 段页式存储管理，教材p190,3.1.5 段页式存储管理,190,教材在“3.1.5 段页式存储管理”中出现或讲解“3.1.5 段页式存储管理”；本节点概括为：说明分段和分页结合的存储管理方式。
OS_TOP_066,3.2.1 虚拟内存的基本概念,Topic,操作系统,第3章 内存管理,说明虚拟存储器基于局部性和离散装入实现内存扩充。,,3,3,王道2027操作系统，3.2.1 虚拟内存的基本概念，教材p212,3.2.1 虚拟内存的基本概念,212,教材在“3.2.1 虚拟内存的基本概念”中出现或讲解“3.2.1 虚拟内存的基本概念”；本节点概括为：说明虚拟存储器基于局部性和离散装入实现内存扩充。
OS_TOP_067,3.2.2 请求分页管理方式,Topic,操作系统,第3章 内存管理,说明按需调页、缺页中断和地址变换。,,3,3,王道2027操作系统，3.2.2 请求分页管理方式，教材p213,3.2.2 请求分页管理方式,213,教材在“3.2.2 请求分页管理方式”中出现或讲解“3.2.2 请求分页管理方式”；本节点概括为：说明按需调页、缺页中断和地址变换。
OS_TOP_068,3.2.3 页框分配,Topic,操作系统,第3章 内存管理,说明驻留集、固定/可变分配和局部/全局置换。,,3,3,王道2027操作系统，3.2.3 页框分配，教材p215,3.2.3 页框分配,215,教材在“3.2.3 页框分配”中出现或讲解“3.2.3 页框分配”；本节点概括为：说明驻留集、固定/可变分配和局部/全局置换。
OS_TOP_069,3.2.4 页面置换算法,Topic,操作系统,第3章 内存管理,说明OPT、FIFO、LRU、CLOCK和改进CLOCK等算法。,,3,3,王道2027操作系统，3.2.4 页面置换算法，教材p217,3.2.4 页面置换算法,217,教材在“3.2.4 页面置换算法”中出现或讲解“3.2.4 页面置换算法”；本节点概括为：说明OPT、FIFO、LRU、CLOCK和改进CLOCK等算法。
OS_TOP_070,3.2.5 抖动和工作集,Topic,操作系统,第3章 内存管理,说明频繁缺页导致系统性能下降及工作集控制。,,3,3,王道2027操作系统，3.2.5 抖动和工作集，教材p220,3.2.5 抖动和工作集,220,教材在“3.2.5 抖动和工作集”中出现或讲解“3.2.5 抖动和工作集”；本节点概括为：说明频繁缺页导致系统性能下降及工作集控制。
OS_TOP_071,3.2.6 页框回收,Topic,操作系统,第3章 内存管理,说明回收空闲页框和控制内存占用。,,3,3,王道2027操作系统，3.2.6 页框回收，教材p221,3.2.6 页框回收,221,教材在“3.2.6 页框回收”中出现或讲解“3.2.6 页框回收”；本节点概括为：说明回收空闲页框和控制内存占用。
OS_TOP_072,3.2.7 内存映射文件,Topic,操作系统,第3章 内存管理,说明将文件映射到进程虚拟地址空间。,,3,3,王道2027操作系统，3.2.7 内存映射文件，教材p222,3.2.7 内存映射文件,222,教材在“3.2.7 内存映射文件”中出现或讲解“3.2.7 内存映射文件”；本节点概括为：说明将文件映射到进程虚拟地址空间。
OS_TOP_073,3.2.8 虚拟存储器性能影响因素,Topic,操作系统,第3章 内存管理,说明缺页率、页面大小和置换算法等因素。,,3,3,王道2027操作系统，3.2.8 虚拟存储器性能影响因素，教材p223,3.2.8 虚拟存储器性能影响因素,223,教材在“3.2.8 虚拟存储器性能影响因素”中出现或讲解“3.2.8 虚拟存储器性能影响因素”；本节点概括为：说明缺页率、页面大小和置换算法等因素。
OS_TOP_074,3.2.9 地址翻译的示例,Topic,操作系统,第3章 内存管理,说明虚拟地址到物理地址转换过程。,,3,3,王道2027操作系统，3.2.9 地址翻译的示例，教材p223,3.2.9 地址翻译的示例,223,教材在“3.2.9 地址翻译的示例”中出现或讲解“3.2.9 地址翻译的示例”；本节点概括为：说明虚拟地址到物理地址转换过程。
